,out_tx,in_tx,out_value,in_value,unique_receivers,unique_senders
16062622,0.0,0.0,0.0,0.0,0.0,0.0
16062621,0.0,0.0,0.0,0.0,0.0,0.0
16062620,0.0,0.0,0.0,0.0,0.0,0.0
16062619,0.0,0.0,0.0,0.0,0.0,0.0
16062618,0.0,0.0,0.0,0.0,0.0,0.0
16062617,0.0,0.0,0.0,0.0,0.0,0.0
16062616,0.0,0.0,0.0,0.0,0.0,0.0
16062615,0.0,0.0,0.0,0.0,0.0,0.0
16062614,0.0,0.0,0.0,0.0,0.0,0.0
16062613,0.0,0.0,0.0,0.0,0.0,0.0
16062612,0.0,0.0,0.0,0.0,0.0,0.0
16062611,0.0,0.0,0.0,0.0,0.0,0.0
16062610,0.0,0.0,0.0,0.0,0.0,0.0
16062609,0.0,0.0,0.0,0.0,0.0,0.0
16062608,0.0,0.0,0.0,0.0,0.0,0.0
16062607,0.0,0.0,0.0,0.0,0.0,0.0
16062606,0.0,0.0,0.0,0.0,0.0,0.0
16062605,0.0,0.0,0.0,0.0,0.0,0.0
16062604,0.0,0.0,0.0,0.0,0.0,0.0
16062603,0.0,0.0,0.0,0.0,0.0,0.0
16062602,0.0,0.0,0.0,0.0,0.0,0.0
16062601,0.0,0.0,0.0,0.0,0.0,0.0
16062600,0.0,0.0,0.0,0.0,0.0,0.0
16062599,0.0,0.0,0.0,0.0,0.0,0.0
16062598,0.0,0.0,0.0,0.0,0.0,0.0
16062597,0.0,0.0,0.0,0.0,0.0,0.0
16062596,0.0,0.0,0.0,0.0,0.0,0.0
16062595,0.0,0.0,0.0,0.0,0.0,0.0
16062594,0.0,0.0,0.0,0.0,0.0,0.0
16062593,0.0,0.0,0.0,0.0,0.0,0.0
16062592,0.0,0.0,0.0,0.0,0.0,0.0
16062591,0.0,0.0,0.0,0.0,0.0,0.0
16062590,0.0,0.0,0.0,0.0,0.0,0.0
16062589,0.0,0.0,0.0,0.0,0.0,0.0
16062588,0.0,0.0,0.0,0.0,0.0,0.0
16062587,0.0,0.0,0.0,0.0,0.0,0.0
16062586,0.0,0.0,0.0,0.0,0.0,0.0
16062585,0.0,0.0,0.0,0.0,0.0,0.0
16062584,0.0,0.0,0.0,0.0,0.0,0.0
16062583,0.0,0.0,0.0,0.0,0.0,0.0
16062582,0.0,0.0,0.0,0.0,0.0,0.0
16062581,0.0,0.0,0.0,0.0,0.0,0.0
16062580,0.0,0.0,0.0,0.0,0.0,0.0
16062579,0.0,0.0,0.0,0.0,0.0,0.0
16062578,0.0,0.0,0.0,0.0,0.0,0.0
16062577,0.0,0.0,0.0,0.0,0.0,0.0
16062576,0.0,0.0,0.0,0.0,0.0,0.0
16062575,0.0,0.0,0.0,0.0,0.0,0.0
16062574,0.0,0.0,0.0,0.0,0.0,0.0
16062573,0.0,0.0,0.0,0.0,0.0,0.0
16062572,0.0,0.0,0.0,0.0,0.0,0.0
16062571,0.0,0.0,0.0,0.0,0.0,0.0
16062570,0.0,0.0,0.0,0.0,0.0,0.0
16062569,0.0,0.0,0.0,0.0,0.0,0.0
16062568,0.0,0.0,0.0,0.0,0.0,0.0
16062567,0.0,0.0,0.0,0.0,0.0,0.0
16062566,0.0,0.0,0.0,0.0,0.0,0.0
16062565,0.0,0.0,0.0,0.0,0.0,0.0
16062564,0.0,0.0,0.0,0.0,0.0,0.0
16062563,0.0,0.0,0.0,0.0,0.0,0.0
16062562,0.0,0.0,0.0,0.0,0.0,0.0
16062561,0.0,0.0,0.0,0.0,0.0,0.0
16062560,0.0,0.0,0.0,0.0,0.0,0.0
16062559,0.0,0.0,0.0,0.0,0.0,0.0
16062558,0.0,0.0,0.0,0.0,0.0,0.0
16062557,0.0,0.0,0.0,0.0,0.0,0.0
16062556,0.0,0.0,0.0,0.0,0.0,0.0
16062555,0.0,0.0,0.0,0.0,0.0,0.0
16062554,0.0,0.0,0.0,0.0,0.0,0.0
16062553,0.0,0.0,0.0,0.0,0.0,0.0
16062552,0.0,0.0,0.0,0.0,0.0,0.0
16062551,0.0,0.0,0.0,0.0,0.0,0.0
16062550,0.0,0.0,0.0,0.0,0.0,0.0
16062549,0.0,0.0,0.0,0.0,0.0,0.0
16062548,0.0,0.0,0.0,0.0,0.0,0.0
16062547,0.0,0.0,0.0,0.0,0.0,0.0
16062546,0.0,0.0,0.0,0.0,0.0,0.0
16062545,0.0,0.0,0.0,0.0,0.0,0.0
16062544,0.0,0.0,0.0,0.0,0.0,0.0
16062543,0.0,0.0,0.0,0.0,0.0,0.0
16062542,0.0,0.0,0.0,0.0,0.0,0.0
16062541,0.0,0.0,0.0,0.0,0.0,0.0
16062540,0.0,0.0,0.0,0.0,0.0,0.0
16062539,0.0,0.0,0.0,0.0,0.0,0.0
16062538,0.0,0.0,0.0,0.0,0.0,0.0
16062537,0.0,0.0,0.0,0.0,0.0,0.0
16062536,0.0,0.0,0.0,0.0,0.0,0.0
16062535,0.0,0.0,0.0,0.0,0.0,0.0
16062534,0.0,0.0,0.0,0.0,0.0,0.0
16062533,0.0,0.0,0.0,0.0,0.0,0.0
16062532,0.0,0.0,0.0,0.0,0.0,0.0
16062531,0.0,0.0,0.0,0.0,0.0,0.0
16062530,0.0,0.0,0.0,0.0,0.0,0.0
16062529,0.0,0.0,0.0,0.0,0.0,0.0
16062528,0.0,0.0,0.0,0.0,0.0,0.0
16062527,0.0,0.0,0.0,0.0,0.0,0.0
16062526,0.0,0.0,0.0,0.0,0.0,0.0
16062525,0.0,0.0,0.0,0.0,0.0,0.0
16062524,0.0,0.0,0.0,0.0,0.0,0.0
16062523,0.0,0.0,0.0,0.0,0.0,0.0
16062522,0.0,0.0,0.0,0.0,0.0,0.0
16062521,0.0,0.0,0.0,0.0,0.0,0.0
16062520,0.0,0.0,0.0,0.0,0.0,0.0
16062519,0.0,0.0,0.0,0.0,0.0,0.0
16062518,0.0,0.0,0.0,0.0,0.0,0.0
16062517,0.0,0.0,0.0,0.0,0.0,0.0
16062516,0.0,0.0,0.0,0.0,0.0,0.0
16062515,0.0,0.0,0.0,0.0,0.0,0.0
16062514,0.0,0.0,0.0,0.0,0.0,0.0
16062513,0.0,0.0,0.0,0.0,0.0,0.0
16062512,0.0,0.0,0.0,0.0,0.0,0.0
16062511,0.0,0.0,0.0,0.0,0.0,0.0
16062510,0.0,0.0,0.0,0.0,0.0,0.0
16062509,0.0,0.0,0.0,0.0,0.0,0.0
16062508,0.0,0.0,0.0,0.0,0.0,0.0
16062507,0.0,0.0,0.0,0.0,0.0,0.0
16062506,0.0,0.0,0.0,0.0,0.0,0.0
16062505,0.0,0.0,0.0,0.0,0.0,0.0
16062504,0.0,0.0,0.0,0.0,0.0,0.0
16062503,0.0,0.0,0.0,0.0,0.0,0.0
16062502,0.0,0.0,0.0,0.0,0.0,0.0
16062501,0.0,0.0,0.0,0.0,0.0,0.0
16062500,0.0,0.0,0.0,0.0,0.0,0.0
16062499,0.0,0.0,0.0,0.0,0.0,0.0
16062498,0.0,0.0,0.0,0.0,0.0,0.0
16062497,0.0,0.0,0.0,0.0,0.0,0.0
16062496,0.0,0.0,0.0,0.0,0.0,0.0
16062495,0.0,0.0,0.0,0.0,0.0,0.0
16062494,0.0,0.0,0.0,0.0,0.0,0.0
16062493,0.0,0.0,0.0,0.0,0.0,0.0
16062492,0.0,0.0,0.0,0.0,0.0,0.0
16062491,0.0,0.0,0.0,0.0,0.0,0.0
16062490,0.0,0.0,0.0,0.0,0.0,0.0
16062489,0.0,0.0,0.0,0.0,0.0,0.0
16062488,0.0,0.0,0.0,0.0,0.0,0.0
16062487,0.0,0.0,0.0,0.0,0.0,0.0
16062486,0.0,0.0,0.0,0.0,0.0,0.0
16062485,0.0,0.0,0.0,0.0,0.0,0.0
16062484,0.0,0.0,0.0,0.0,0.0,0.0
16062483,0.0,0.0,0.0,0.0,0.0,0.0
16062482,0.0,0.0,0.0,0.0,0.0,0.0
16062481,0.0,0.0,0.0,0.0,0.0,0.0
16062480,0.0,0.0,0.0,0.0,0.0,0.0
16062479,0.0,0.0,0.0,0.0,0.0,0.0
16062478,0.0,0.0,0.0,0.0,0.0,0.0
16062477,0.0,0.0,0.0,0.0,0.0,0.0
16062476,0.0,0.0,0.0,0.0,0.0,0.0
16062475,0.0,0.0,0.0,0.0,0.0,0.0
16062474,0.0,0.0,0.0,0.0,0.0,0.0
16062473,0.0,0.0,0.0,0.0,0.0,0.0
16062472,0.0,0.0,0.0,0.0,0.0,0.0
16062471,0.0,0.0,0.0,0.0,0.0,0.0
16062470,0.0,0.0,0.0,0.0,0.0,0.0
16062469,0.0,0.0,0.0,0.0,0.0,0.0
16062468,0.0,0.0,0.0,0.0,0.0,0.0
16062467,0.0,0.0,0.0,0.0,0.0,0.0
16062466,0.0,0.0,0.0,0.0,0.0,0.0
16062465,0.0,0.0,0.0,0.0,0.0,0.0
16062464,0.0,0.0,0.0,0.0,0.0,0.0
16062463,0.0,0.0,0.0,0.0,0.0,0.0
16062462,0.0,0.0,0.0,0.0,0.0,0.0
16062461,0.0,0.0,0.0,0.0,0.0,0.0
16062460,0.0,0.0,0.0,0.0,0.0,0.0
16062459,0.0,0.0,0.0,0.0,0.0,0.0
16062458,0.0,0.0,0.0,0.0,0.0,0.0
16062457,0.0,0.0,0.0,0.0,0.0,0.0
16062456,0.0,0.0,0.0,0.0,0.0,0.0
16062455,0.0,0.0,0.0,0.0,0.0,0.0
16062454,0.0,0.0,0.0,0.0,0.0,0.0
16062453,0.0,0.0,0.0,0.0,0.0,0.0
16062452,0.0,0.0,0.0,0.0,0.0,0.0
16062451,0.0,0.0,0.0,0.0,0.0,0.0
16062450,0.0,0.0,0.0,0.0,0.0,0.0
16062449,0.0,0.0,0.0,0.0,0.0,0.0
16062448,0.0,0.0,0.0,0.0,0.0,0.0
16062447,0.0,0.0,0.0,0.0,0.0,0.0
16062446,0.0,0.0,0.0,0.0,0.0,0.0
16062445,0.0,0.0,0.0,0.0,0.0,0.0
16062444,0.0,0.0,0.0,0.0,0.0,0.0
16062443,0.0,0.0,0.0,0.0,0.0,0.0
16062442,0.0,0.0,0.0,0.0,0.0,0.0
16062441,0.0,0.0,0.0,0.0,0.0,0.0
16062440,0.0,0.0,0.0,0.0,0.0,0.0
16062439,0.0,0.0,0.0,0.0,0.0,0.0
16062438,0.0,0.0,0.0,0.0,0.0,0.0
16062437,0.0,0.0,0.0,0.0,0.0,0.0
16062436,0.0,0.0,0.0,0.0,0.0,0.0
16062435,0.0,0.0,0.0,0.0,0.0,0.0
16062434,0.0,0.0,0.0,0.0,0.0,0.0
16062433,0.0,0.0,0.0,0.0,0.0,0.0
16062432,0.0,0.0,0.0,0.0,0.0,0.0
16062431,0.0,0.0,0.0,0.0,0.0,0.0
16062430,0.0,0.0,0.0,0.0,0.0,0.0
16062429,0.0,0.0,0.0,0.0,0.0,0.0
16062428,0.0,0.0,0.0,0.0,0.0,0.0
16062427,0.0,0.0,0.0,0.0,0.0,0.0
16062426,0.0,0.0,0.0,0.0,0.0,0.0
16062425,0.0,0.0,0.0,0.0,0.0,0.0
