,out_tx,in_tx,out_value,in_value,unique_receivers,unique_senders
16112577,0.0,0.0,0.0,0.0,0.0,0.0
16112576,0.0,0.0,0.0,0.0,0.0,0.0
16112575,0.0,0.0,0.0,0.0,0.0,0.0
16112574,0.0,0.0,0.0,0.0,0.0,0.0
16112573,0.0,0.0,0.0,0.0,0.0,0.0
16112572,0.0,0.0,0.0,0.0,0.0,0.0
16112571,0.0,0.0,0.0,0.0,0.0,0.0
16112570,0.0,0.0,0.0,0.0,0.0,0.0
16112569,0.0,0.0,0.0,0.0,0.0,0.0
16112568,0.0,0.0,0.0,0.0,0.0,0.0
16112567,0.0,0.0,0.0,0.0,0.0,0.0
16112566,0.0,0.0,0.0,0.0,0.0,0.0
16112565,0.0,0.0,0.0,0.0,0.0,0.0
16112564,0.0,0.0,0.0,0.0,0.0,0.0
16112563,0.0,0.0,0.0,0.0,0.0,0.0
16112562,0.0,0.0,0.0,0.0,0.0,0.0
16112561,0.0,0.0,0.0,0.0,0.0,0.0
16112560,0.0,0.0,0.0,0.0,0.0,0.0
16112559,0.0,0.0,0.0,0.0,0.0,0.0
16112558,0.0,0.0,0.0,0.0,0.0,0.0
16112557,0.0,0.0,0.0,0.0,0.0,0.0
16112556,0.0,0.0,0.0,0.0,0.0,0.0
16112555,0.0,0.0,0.0,0.0,0.0,0.0
16112554,0.0,0.0,0.0,0.0,0.0,0.0
16112553,0.0,0.0,0.0,0.0,0.0,0.0
16112552,0.0,0.0,0.0,0.0,0.0,0.0
16112551,0.0,0.0,0.0,0.0,0.0,0.0
16112550,0.0,0.0,0.0,0.0,0.0,0.0
16112549,0.0,0.0,0.0,0.0,0.0,0.0
16112548,0.0,0.0,0.0,0.0,0.0,0.0
16112547,0.0,0.0,0.0,0.0,0.0,0.0
16112546,0.0,0.0,0.0,0.0,0.0,0.0
16112545,0.0,0.0,0.0,0.0,0.0,0.0
16112544,0.0,0.0,0.0,0.0,0.0,0.0
16112543,0.0,0.0,0.0,0.0,0.0,0.0
16112542,0.0,0.0,0.0,0.0,0.0,0.0
16112541,0.0,0.0,0.0,0.0,0.0,0.0
16112540,0.0,0.0,0.0,0.0,0.0,0.0
16112539,0.0,0.0,0.0,0.0,0.0,0.0
16112538,0.0,0.0,0.0,0.0,0.0,0.0
16112537,0.0,0.0,0.0,0.0,0.0,0.0
16112536,0.0,0.0,0.0,0.0,0.0,0.0
16112535,0.0,0.0,0.0,0.0,0.0,0.0
16112534,0.0,0.0,0.0,0.0,0.0,0.0
16112533,0.0,0.0,0.0,0.0,0.0,0.0
16112532,0.0,0.0,0.0,0.0,0.0,0.0
16112531,0.0,0.0,0.0,0.0,0.0,0.0
16112530,0.0,0.0,0.0,0.0,0.0,0.0
16112529,0.0,0.0,0.0,0.0,0.0,0.0
16112528,0.0,0.0,0.0,0.0,0.0,0.0
16112527,0.0,0.0,0.0,0.0,0.0,0.0
16112526,0.0,0.0,0.0,0.0,0.0,0.0
16112525,0.0,0.0,0.0,0.0,0.0,0.0
16112524,0.0,0.0,0.0,0.0,0.0,0.0
16112523,0.0,0.0,0.0,0.0,0.0,0.0
16112522,0.0,0.0,0.0,0.0,0.0,0.0
16112521,0.0,0.0,0.0,0.0,0.0,0.0
16112520,0.0,0.0,0.0,0.0,0.0,0.0
16112519,0.0,0.0,0.0,0.0,0.0,0.0
16112518,0.0,0.0,0.0,0.0,0.0,0.0
16112517,0.0,0.0,0.0,0.0,0.0,0.0
16112516,0.0,0.0,0.0,0.0,0.0,0.0
16112515,0.0,0.0,0.0,0.0,0.0,0.0
16112514,0.0,0.0,0.0,0.0,0.0,0.0
16112513,0.0,0.0,0.0,0.0,0.0,0.0
16112512,0.0,0.0,0.0,0.0,0.0,0.0
16112511,0.0,0.0,0.0,0.0,0.0,0.0
16112510,0.0,0.0,0.0,0.0,0.0,0.0
16112509,0.0,0.0,0.0,0.0,0.0,0.0
16112508,0.0,0.0,0.0,0.0,0.0,0.0
16112507,0.0,0.0,0.0,0.0,0.0,0.0
16112506,0.0,0.0,0.0,0.0,0.0,0.0
16112505,0.0,0.0,0.0,0.0,0.0,0.0
16112504,0.0,0.0,0.0,0.0,0.0,0.0
16112503,0.0,0.0,0.0,0.0,0.0,0.0
16112502,0.0,0.0,0.0,0.0,0.0,0.0
16112501,0.0,0.0,0.0,0.0,0.0,0.0
16112500,0.0,0.0,0.0,0.0,0.0,0.0
16112499,0.0,0.0,0.0,0.0,0.0,0.0
16112498,0.0,0.0,0.0,0.0,0.0,0.0
16112497,0.0,0.0,0.0,0.0,0.0,0.0
16112496,0.0,0.0,0.0,0.0,0.0,0.0
16112495,0.0,0.0,0.0,0.0,0.0,0.0
16112494,0.0,0.0,0.0,0.0,0.0,0.0
16112493,0.0,0.0,0.0,0.0,0.0,0.0
16112492,0.0,0.0,0.0,0.0,0.0,0.0
16112491,0.0,0.0,0.0,0.0,0.0,0.0
16112490,0.0,0.0,0.0,0.0,0.0,0.0
16112489,0.0,0.0,0.0,0.0,0.0,0.0
16112488,0.0,0.0,0.0,0.0,0.0,0.0
16112487,0.0,0.0,0.0,0.0,0.0,0.0
16112486,0.0,0.0,0.0,0.0,0.0,0.0
16112485,0.0,0.0,0.0,0.0,0.0,0.0
16112484,0.0,0.0,0.0,0.0,0.0,0.0
16112483,0.0,0.0,0.0,0.0,0.0,0.0
16112482,0.0,0.0,0.0,0.0,0.0,0.0
16112481,0.0,0.0,0.0,0.0,0.0,0.0
16112480,0.0,0.0,0.0,0.0,0.0,0.0
16112479,0.0,0.0,0.0,0.0,0.0,0.0
16112478,0.0,0.0,0.0,0.0,0.0,0.0
16112477,0.0,0.0,0.0,0.0,0.0,0.0
16112476,0.0,0.0,0.0,0.0,0.0,0.0
16112475,0.0,0.0,0.0,0.0,0.0,0.0
16112474,0.0,0.0,0.0,0.0,0.0,0.0
16112473,0.0,0.0,0.0,0.0,0.0,0.0
16112472,0.0,0.0,0.0,0.0,0.0,0.0
16112471,0.0,0.0,0.0,0.0,0.0,0.0
16112470,0.0,0.0,0.0,0.0,0.0,0.0
16112469,0.0,0.0,0.0,0.0,0.0,0.0
16112468,0.0,0.0,0.0,0.0,0.0,0.0
16112467,0.0,0.0,0.0,0.0,0.0,0.0
16112466,0.0,0.0,0.0,0.0,0.0,0.0
16112465,0.0,0.0,0.0,0.0,0.0,0.0
16112464,0.0,0.0,0.0,0.0,0.0,0.0
16112463,0.0,0.0,0.0,0.0,0.0,0.0
16112462,0.0,0.0,0.0,0.0,0.0,0.0
16112461,0.0,0.0,0.0,0.0,0.0,0.0
16112460,0.0,0.0,0.0,0.0,0.0,0.0
16112459,0.0,0.0,0.0,0.0,0.0,0.0
16112458,0.0,0.0,0.0,0.0,0.0,0.0
16112457,0.0,0.0,0.0,0.0,0.0,0.0
16112456,0.0,0.0,0.0,0.0,0.0,0.0
16112455,0.0,0.0,0.0,0.0,0.0,0.0
16112454,0.0,0.0,0.0,0.0,0.0,0.0
16112453,0.0,0.0,0.0,0.0,0.0,0.0
16112452,0.0,0.0,0.0,0.0,0.0,0.0
16112451,0.0,0.0,0.0,0.0,0.0,0.0
16112450,0.0,0.0,0.0,0.0,0.0,0.0
16112449,0.0,0.0,0.0,0.0,0.0,0.0
16112448,0.0,0.0,0.0,0.0,0.0,0.0
16112447,0.0,0.0,0.0,0.0,0.0,0.0
16112446,0.0,0.0,0.0,0.0,0.0,0.0
16112445,0.0,0.0,0.0,0.0,0.0,0.0
16112444,0.0,0.0,0.0,0.0,0.0,0.0
16112443,0.0,0.0,0.0,0.0,0.0,0.0
16112442,0.0,0.0,0.0,0.0,0.0,0.0
16112441,0.0,0.0,0.0,0.0,0.0,0.0
16112440,0.0,0.0,0.0,0.0,0.0,0.0
16112439,0.0,0.0,0.0,0.0,0.0,0.0
16112438,0.0,0.0,0.0,0.0,0.0,0.0
