,Unnamed: 0,hash,nonce,transaction_index,from_address,to_address,value,gas,gas_price,input,receipt_cumulative_gas_used,receipt_gas_used,receipt_contract_address,receipt_root,receipt_status,block_timestamp,block_number,block_hash,max_fee_per_gas,max_priority_fee_per_gas,transaction_type,receipt_effective_gas_price
81511,81511,0xfca8877bc73320d719a4313ef04f4ae3ef20cdc8febf436fa71633acddc6d57d,1926342,52,0x4976a4a02f38326660d17bf34b431dc6e2eb2327,0xe36e5ee3271d3d1a291ecfbe414ca529b8a1e969,9.0354e+16,207128,11919869834,0x,4242921,21000,,,1,2022-11-27 16:35:11+00:00,16062553,0x19d1983f98cb0bcb635189fedb5fee87a342ec3f903ce22936fd741d2ad6c4e0,102000000000.0,2000000000.0,2,11919869834
86311,86311,0xc001a9e543c34a757c90dee40f91bfe2f2714febfc2a79b6d8612487eb8f39fb,324467,5,0xcac725bef4f114f728cbcfd744a731c2a463c3fc,0x85dd4fe1122a419e14b07327424c38196065f0e5,1.695264e+17,90000,20000000000,0x,298948,21000,,,1,2022-11-27 16:28:47+00:00,16062521,0xf0e7a3df6970f5d7d464d151ba26940ca9a9dff2ad89ec56e06d97738dc3ca18,,,0,20000000000
87538,87538,0x160f0557d0f491952a701fcbaec1446bf139399af8f6de6ae6bd190694d335d5,5568,4,0x4b4e14a3773ee558b6597070797fd51eb48606e5,0x47fb787b6b2409f44b6d8e98b1917d7dfed129de,1e+16,210000,31000000000,0x,506616,21000,,,1,2022-11-27 16:27:23+00:00,16062514,0x4561a70dc34ec4b2a860b1338ae4faa7551779c73d7798a9b3421fd97e87ab64,,,0,31000000000
88231,88231,0x2567f597224e579cc11ea2b503d686d3510d3d3c11dfc1d2a0a434c0aba8c66b,5564,6,0x4b4e14a3773ee558b6597070797fd51eb48606e5,0xc6bb7daca2795626ccb4143ac610aa9ff42814be,1e+16,210000,32000000000,0x,918851,21000,,,1,2022-11-27 16:26:23+00:00,16062509,0x745365d3f1abc8a68b3811551bf22697ebc24f9bd0b5e35df8582b42ab177969,,,0,32000000000
89278,89278,0x2ebdd86a06ca382a0505ef9714fc8e5f308e6333d0c7169bf065256b3655c517,249214,76,0xf89d7b9c864f589bbf53a82105107622b35eaa40,0xc7c50dd1acf186cfc5db9daba5bfcbd176147e93,2.449e+16,90000,11930967927,0x,3663926,21000,,,1,2022-11-27 16:24:59+00:00,16062502,0xb90842f9419267048c038b2b2de0fe88f18ea1eb3af4c665849965bd70f7d6eb,200000000000.0,2000000000.0,2,11930967927
89705,89705,0x3531f7d3cc378d8b06baf2f85d79aca0cdbbac11b08bf59adffc614b8e290601,235491,0,0x28ffe35688ffffd0659aee2e34778b0ae4e193ad,0x5ffe5d91f97d9f5c031aae09d3d232ccd5276f1b,1.68e+16,90000,20000000000,0x,21000,21000,,,1,2022-11-27 16:24:35+00:00,16062500,0xaaf662acbd2e3bdca3c4338e2f92a94bd32afb94aaa12ec9ccac157deba7bd00,,,0,20000000000
89729,89729,0x4f2439795c4f4ff8852383a5fe1833980d6ceb195f4dcf84f62524aeca1736e7,249213,101,0xf89d7b9c864f589bbf53a82105107622b35eaa40,0x71a0381c426f6e8cde793b3171c971fa798fe881,4.914e+16,90000,11648721823,0x,8384003,21000,,,1,2022-11-27 16:24:23+00:00,16062499,0x48d798d3c5c93e998322928a2c3e2be7fa8e67e5bed5c0dbddcc1193ff51b043,200000000000.0,2000000000.0,2,11648721823
91747,91747,0xa53a1e0fbdba0efeab8cd0881fe2161b9fffad80c1376433b587bd21741bfcc7,60,84,0x18f7a66f19d913e8bd31a2a810a6cc6b9834d8bb,0xdaf442e440cff17c3ed532f813c812e25e412a8c,1e+16,21000,11652804412,0x,5949084,21000,,,1,2022-11-27 16:21:47+00:00,16062486,0xc343b9fb47e62ec16f16b176328ac88da87733d35a2cbf6babeadb2d988f495c,15318375466.0,1500000000.0,2,11652804412
91939,91939,0x94a4ee217e952c1da5a07fa734158797b5d212174055773235d1cdef509024d0,24,63,0xdcef0be5b315c5b7dc00fd971fa0002b8b270d84,0x67a776dd297fe26d730a5c4ca1664781e1fa5268,1.721e+16,21000,11735833678,0x,7268729,21000,,,1,2022-11-27 16:21:23+00:00,16062484,0x668bb46d17df83eff8d17c1d1791d74db37f90eea9fcbaf9e475493c0752cc6a,14710726098.0,1500000000.0,2,11735833678
92747,92747,0x0bb79722f05a78a9167e36410b7d63d37d31863e7f0a8f958b1297b359195fe8,235490,31,0x28ffe35688ffffd0659aee2e34778b0ae4e193ad,0x2e1453818fc98388868f179d2c994afd45762ed2,1.59e+16,90000,20000000000,0x,4760109,21000,,,1,2022-11-27 16:20:11+00:00,16062478,0x2544aff48a6bd52441264aa7d6168a33a1969ac6ecf8da0808d0f2c6bd97185e,,,0,20000000000
93726,93726,0x639367140966180fb1c4232116e8cfe26234d61b2e08cd31b1266f0a5683e048,63,56,0x76d2f711542bb8ec11689425e6d2ca74a046951e,0xc1a296a66975966403fe7a5a6a00507739fbb187,4000000000000000.0,21000,11506605197,0x,6556241,21000,,,1,2022-11-27 16:18:35+00:00,16062470,0x695cfc5984bf59fa17bb5de23ddbd8674b0cb5f930c0e90abc01a77e41789560,15021222349.0,1500000000.0,2,11506605197
94992,94992,0x2ddd52453c9596cd42390e78eeaa239749bd70e7f3d1dc0721d369949e67873f,49133,25,0xcc9557f04633d82fb6a1741dcec96986cd8689ae,0xd0ded463928c776236c0d25fa5d4f39cb2b86721,1.8154832484232e+16,21000,11721553939,0x,8593338,21000,,,1,2022-11-27 16:16:47+00:00,16062461,0xabc4e772d28d3ad99d01b01b981e00e8ea7b27f9b15b01a5465cae7ab361a6d9,21858660902.0,2500000000.0,2,11721553939
96322,96322,0xb1912bd409a122b21ab4971ad7ccdcf32127d50d5f1449013c9a6ed7360b4938,324465,10,0xcac725bef4f114f728cbcfd744a731c2a463c3fc,0x195d4717abcdcf14e88e08651daa56ee0e60ff88,1.88e+16,90000,20000000000,0x,1519922,21000,,,1,2022-11-27 16:14:47+00:00,16062451,0x4ade68a9b055b0d2c11f40a353fda9b12762147050435c6308a3c0c9a7fc84e5,,,0,20000000000
96626,96626,0xe13df9d0fed1fd9ce74f1fe04118bf6cdb8316265245f6ebc9014c7bb0290170,1926280,42,0x4976a4a02f38326660d17bf34b431dc6e2eb2327,0x7fadde0680cdba7d7fddafb7b33538909227a8f5,9890010000000000.0,207128,10953942043,0x,3293596,21000,,,1,2022-11-27 16:14:35+00:00,16062450,0x4af19c2d825f35f048b198a296dbb751a0d815eb7c54eaded93cde04a8b9b8ec,102000000000.0,2000000000.0,2,10953942043
96857,96857,0x13526840d219d497dfb6dddf092e6b515d294be913d64eec4bdfe6555281bb97,6515,41,0xf51cd688b8744b1bfd2fba70d050de85ec4fb9fb,0xbfaf4236a5adf4fefb75a5ade79cf762b890c480,1e+16,210000,32500000000,0x,7020470,21000,,,1,2022-11-27 16:14:23+00:00,16062449,0x2a943a8f627ea4907bb972599224664ddc612427385fb2e9187176347bd51525,,,0,32500000000
98902,98902,0x1f27087bd6bb82e8d33c01cff9a4242961814b7bff4aa49d5efff2248fb7f96f,3854710,50,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,0xa2099743ebf381021acff3bd2271bfb60255548f,1.6686099e+17,207128,12057875024,0x,5587706,21000,,,1,2022-11-27 16:10:59+00:00,16062432,0x7f2b85c11a433dcd3fc6685dd397e711ab673dd3be4e65e9aa52883a24542bbb,102000000000.0,2000000000.0,2,12057875024
99246,99246,0x4275768b0bbc79c3a98be2cd370ceac4c17f094fdc2c3c68edd99e1f6ae10ae5,6696,6,0xc3ae71fe59f5133ba180cbbd76536a70dec23d40,0xfb39ef7dee67c61c6eea15aac42aa69630dfa73b,9.219351e+16,210000,32000000000,0x,644479,21000,,,1,2022-11-27 16:10:35+00:00,16062430,0xbb7ede1d36a106048129d979b26538f1ba56b9ada8fb6eaf10df8bffbb01b1a3,,,0,32000000000
99612,99612,0xf7c37c7b1ecb0e0f54621b3134083ff64108dbf0fb62534779a43d92bec0e31b,4938186,116,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0xa6c3369fe290fa111116584584beff1471377de6,1.7132e+16,207128,11565487048,0x,10972066,21000,,,1,2022-11-27 16:10:11+00:00,16062428,0xc390125f67fdb3152872661c277096a73d559b49590ee9516acb318640f96a44,102000000000.0,2000000000.0,2,11565487048
