,Unnamed: 0,hash,nonce,transaction_index,from_address,to_address,value,gas,gas_price,input,receipt_cumulative_gas_used,receipt_gas_used,receipt_contract_address,receipt_root,receipt_status,block_timestamp,block_number,block_hash,max_fee_per_gas,max_priority_fee_per_gas,transaction_type,receipt_effective_gas_price
84835,84835,0xb05fcf94df433e1d0260bd07a9c17de798b15857f69b979d5d24e682425ea420,80,78,0x9882954d15f500ea7a63a33479cbe0132b584eb0,0xb584d4be1a5470ca1a8778e9b86c81e165204599,1000000000000000.0,28682,12355618330,0xe56461ad00000000000000000000000000000000000000000000000000000000000000890000000000000000000000009882954d15f500ea7a63a33479cbe0132b584eb0,4030506,28682,,,1,2022-11-27 16:30:35+00:00,16062530,0x921fe3014089c07bf4f131c33e61494b166e9b9a9de0e3d3b2a64ae78f94a201,14502474259.0,1500000000.0,2,12355618330
85108,85108,0x7988e0931f7a74136354c02d7e7e9b5b2376b808bc6ac6329e0ee0eb0c6f6c9b,79,133,0x9882954d15f500ea7a63a33479cbe0132b584eb0,0xb584d4be1a5470ca1a8778e9b86c81e165204599,1000000000000000.0,28682,11587153066,0xe56461ad00000000000000000000000000000000000000000000000000000000000000890000000000000000000000009882954d15f500ea7a63a33479cbe0132b584eb0,10205189,28682,,,1,2022-11-27 16:30:11+00:00,16062528,0x1742e2850f7b3a43d8a1c08f7a3935f5558245d6bd366253460a992c1d32cfbe,15239209484.0,1500000000.0,2,11587153066
85280,85280,0x998f813351250e57c6ab3e86849b8fbd8ce29696e4b3d24b62979e081d374bb3,0,77,0x85dd4fe1122a419e14b07327424c38196065f0e5,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,1.67e+17,92151,11131462414,0x439370b1,6286638,91194,,,1,2022-11-27 16:29:59+00:00,16062527,0x1ffbe286d056a69a51ff67bc70a755ebdaa6d2f0eb30a079e489fea9af1ef5bd,15648344592.0,1500000000.0,2,11131462414
85334,85334,0xf245b012896e677a5884dc4bd2052ebda29e3e66264e026c815acaa9833a020a,1,117,0x2fb26523aaa783a2883dc65b3558945d299d2b51,0xc4448b71118c9071bcb9734a0eac55d18a153949,2585000000000000.0,92227,10631462414,0x439370b1,11294207,91270,,,1,2022-11-27 16:29:59+00:00,16062527,0x1ffbe286d056a69a51ff67bc70a755ebdaa6d2f0eb30a079e489fea9af1ef5bd,11480255253.0,1000000000.0,2,10631462414
85398,85398,0xc4882ce734a893b4dd306c64bceff6a0b67566efd43cbc2d2e13a10051c0990e,96,7,0x21a03ef0696cc25f7bc0caf4ebe5758063c4692e,0x76f4eed9fe41262669d0250b2a97db79712ad855,1.68e+19,128393,16250000000,0xf17a454600000000000000000000000000000000000000000000000000000000000000c000000000000000000000000000000000000000000000000000000000000001a0000000000000000000000000000000000000000000000000e92596fd62900000000000000000000000000000000000000000000000000000e8e9e77a925600000000000000000000000000001d64fb0ffa8362b2e1ee7ee03929159551eab26e0000000000000000000000000000000000000000000000000000000000000220000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e92596fd629000000000000000000000000000001d64fb0ffa8362b2e1ee7ee03929159551eab26e000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2000000000000000000000000000000000000000000000000000000000000000100000000000000000000000021a03ef0696cc25f7bc0caf4ebe5758063c4692e000000000000000000000000000000000000000000000000000000000000003401020200050101020201ff000000000000000000000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2000000000000000000000000,1678333,111121,,,1,2022-11-27 16:29:59+00:00,16062527,0x1ffbe286d056a69a51ff67bc70a755ebdaa6d2f0eb30a079e489fea9af1ef5bd,16250000000.0,16250000000.0,2,16250000000
85433,85433,0xab7105b8ed9dd80848cde63ef5104f9813d9b34814ebb4141e6c5a441d2fdea2,53,12,0xa6c3369fe290fa111116584584beff1471377de6,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0.0,46528,12177192210,0x095ea7b3000000000000000000000000881d40237659c251811cec9c364ef91dc08d300cffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,1274302,46528,,,1,2022-11-27 16:29:47+00:00,16062526,0x4373e35f13939f69c3c4c181d73fb5e0b3d38648ede2e7590b4b6907e855e986,19347623513.0,2000000000.0,2,12177192210
85479,85479,0x81a7e5ec09616770388b3d0f391860f4c24e79f6da79ca5a5a8d8ebae9800631,0,4,0x8b4c9e6f03759dce36300a90fb06fffac3ce7b18,0xae0ee0a63a2ce6baeeffe56e7714fb4efe48d419,4.1e+16,165298,12677192210,0xb6b55f250236f0ef4326aaf6fb80187a529662bcb012b4c55057c1c881667704a87b8f82,792375,108931,,,1,2022-11-27 16:29:47+00:00,16062526,0x4373e35f13939f69c3c4c181d73fb5e0b3d38648ede2e7590b4b6907e855e986,22790102144.0,2500000000.0,2,12677192210
85501,85501,0x752ab4f4c13762a4764e0bd5a3b86992f37f3c93f6797222816f31af89c4f9fc,0,123,0x6af1ded1c55d24cda09576b0ec3184488a6f7588,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,1.25247e+16,92151,11177192210,0x439370b1,8077442,91194,,,1,2022-11-27 16:29:47+00:00,16062526,0x4373e35f13939f69c3c4c181d73fb5e0b3d38648ede2e7590b4b6907e855e986,11362678565.0,1000000000.0,2,11177192210
85528,85528,0x273e9a1cc39a9bade950fa211a84eaf8703177394e648d6abb54dcd3247b2d37,54,49,0xa6c3369fe290fa111116584584beff1471377de6,0x881d40237659c251811cec9c364ef91dc08d300c,0.0,254738,12177192210,0x5f57552900000000000000000000000000000000000000000000000000000000000000800000000000000000000000007f39c581f595b53c5cb19bd0b3f8da6c935e2ca000000000000000000000000000000000000000000000000000212bf3b844900000000000000000000000000000000000000000000000000000000000000000c000000000000000000000000000000000000000000000000000000000000000136f6e65496e6368563446656544796e616d69630000000000000000000000000000000000000000000000000000000000000000000000000000000000000001e00000000000000000000000007f39c581f595b53c5cb19bd0b3f8da6c935e2ca0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000212bf3b84490000000000000000000000000000000000000000000000000000022c58abe18a9f000000000000000000000000000000000000000000000000000000000000001200000000000000000000000000000000000000000000000000000502dfbe6c3df000000000000000000000000f326e4de8f66a0bdc0970b79e0924e33c79f1915000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000a8e449022e00000000000000000000000000000000000000000000000000212bf3b84490000000000000000000000000000000000000000000000000000023141e34f5b19300000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000001200000000000000000000000d340b57aacdd10f96fc1cf10e15921936f41e29cab4991fe00000000000000000000000000000000000000000000000038,2453017,183100,,,1,2022-11-27 16:29:47+00:00,16062526,0x4373e35f13939f69c3c4c181d73fb5e0b3d38648ede2e7590b4b6907e855e986,19347623513.0,2000000000.0,2,12177192210
85600,85600,0x337df081ac98122542097e862d0552df3f1fbe3067c014578a5b41151206f968,95,55,0x21a03ef0696cc25f7bc0caf4ebe5758063c4692e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,39617,12480255253,0x2e1a7d4d000000000000000000000000000000000000000000000000e92596fd62900000,3639922,30404,,,1,2022-11-27 16:29:35+00:00,16062525,0x57cc084b62572e1428d99a6452bbcce247e3c688b09a17ac4620eac1f80adce1,19616553561.0,2000000000.0,2,12480255253
85689,85689,0xb4e3cb319b99253f8bd543bd8051c42da1f2f07613dabed06e6d98d75f3ea420,54,45,0x4f18b02027e9ac7de4473d48d60f51f2fd7416eb,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0.0,46528,12204484419,0x095ea7b3000000000000000000000000881d40237659c251811cec9c364ef91dc08d300cffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,2611554,46528,,,1,2022-11-27 16:29:23+00:00,16062524,0x88b52ab0f4b7c9666f798fc0fb4023482b3496edeee5dc07a2df9809632fc14a,19518588307.0,2000000000.0,2,12204484419
85718,85718,0x4a5dfb4f52c4028178c9313fc09affe6d689683f9bda523166ebd2ac85828318,55,48,0x4f18b02027e9ac7de4473d48d60f51f2fd7416eb,0x881d40237659c251811cec9c364ef91dc08d300c,0.0,254738,12204484419,0x5f57552900000000000000000000000000000000000000000000000000000000000000800000000000000000000000007f39c581f595b53c5cb19bd0b3f8da6c935e2ca000000000000000000000000000000000000000000000000000212bf3b844900000000000000000000000000000000000000000000000000000000000000000c000000000000000000000000000000000000000000000000000000000000000136f6e65496e6368563446656544796e616d69630000000000000000000000000000000000000000000000000000000000000000000000000000000000000001e00000000000000000000000007f39c581f595b53c5cb19bd0b3f8da6c935e2ca0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000212bf3b84490000000000000000000000000000000000000000000000000000022c58bbad0913400000000000000000000000000000000000000000000000000000000000001200000000000000000000000000000000000000000000000000000502dfe2d818f000000000000000000000000f326e4de8f66a0bdc0970b79e0924e33c79f1915000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000a8e449022e00000000000000000000000000000000000000000000000000212bf3b84490000000000000000000000000000000000000000000000000000023141f33e8aee400000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000001200000000000000000000000d340b57aacdd10f96fc1cf10e15921936f41e29cab4991fe00000000000000000000000000000000000000000000000028,2963998,183100,,,1,2022-11-27 16:29:23+00:00,16062524,0x88b52ab0f4b7c9666f798fc0fb4023482b3496edeee5dc07a2df9809632fc14a,19518588307.0,2000000000.0,2,12204484419
85977,85977,0x35d1a376f24a900c243fa77b47a3c78360571f97c892c3c502cda909e4d66fc9,94,7,0x21a03ef0696cc25f7bc0caf4ebe5758063c4692e,0x76f4eed9fe41262669d0250b2a97db79712ad855,1.68e+19,128393,16170000000,0xf17a454600000000000000000000000000000000000000000000000000000000000000c000000000000000000000000000000000000000000000000000000000000001a0000000000000000000000000000000000000000000000000e92596fd62900000000000000000000000000000000000000000000000000000e8e9e77a925600000000000000000000000000001d64fb0ffa8362b2e1ee7ee03929159551eab26e0000000000000000000000000000000000000000000000000000000000000220000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e92596fd629000000000000000000000000000001d64fb0ffa8362b2e1ee7ee03929159551eab26e000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2000000000000000000000000000000000000000000000000000000000000000100000000000000000000000021a03ef0696cc25f7bc0caf4ebe5758063c4692e000000000000000000000000000000000000000000000000000000000000003401020200050101020201ff000000000000000000000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2000000000000000000000000,1342916,111121,,,1,2022-11-27 16:29:11+00:00,16062523,0x5c6e8a90f43320839f1acc1aded3bdcb2869b7c82ff445bfbe3b4043c4921738,16170000000.0,16170000000.0,2,16170000000
86108,86108,0x56d817bd174453ede47440ae5ad08abf4568bd7d48eb2ba9f9ff9c3f176f817a,50,152,0xc7c50dd1acf186cfc5db9daba5bfcbd176147e93,0xae0ee0a63a2ce6baeeffe56e7714fb4efe48d419,0.0,94690,11145051072,0x00f714ce000000000000000000000000000000000000000000000000002386f26fc10000000000000000000000000000c7c50dd1acf186cfc5db9daba5bfcbd176147e93,13246617,55595,,,1,2022-11-27 16:28:59+00:00,16062522,0x8c379e5e21dffa34757743446c4497d0fc7a6cc17dd708df3aef7154ebc906f3,22371907160.0,1000000000.0,2,11145051072
86143,86143,0x3ac9b93b17987e68166d6e3b3decee14af34a880fb2d3074dbeb7bca6aac66aa,54,91,0x1c72039175f06db0c07ef494fb8951a6eb793bfb,0x881d40237659c251811cec9c364ef91dc08d300c,0.0,254725,12145051072,0x5f57552900000000000000000000000000000000000000000000000000000000000000800000000000000000000000007f39c581f595b53c5cb19bd0b3f8da6c935e2ca000000000000000000000000000000000000000000000000000212bf3b844900000000000000000000000000000000000000000000000000000000000000000c000000000000000000000000000000000000000000000000000000000000000136f6e65496e6368563446656544796e616d69630000000000000000000000000000000000000000000000000000000000000000000000000000000000000001e00000000000000000000000007f39c581f595b53c5cb19bd0b3f8da6c935e2ca0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000212bf3b84490000000000000000000000000000000000000000000000000000022c58cb788833900000000000000000000000000000000000000000000000000000000000001200000000000000000000000000000000000000000000000000000502e00743f59000000000000000000000000f326e4de8f66a0bdc0970b79e0924e33c79f1915000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000a8e449022e00000000000000000000000000000000000000000000000000212bf3b84490000000000000000000000000000000000000000000000000000023142032dbb71000000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000001200000000000000000000000d340b57aacdd10f96fc1cf10e15921936f41e29cab4991fe00000000000000000000000000000000000000000000000018,7116917,183091,,,1,2022-11-27 16:28:59+00:00,16062522,0x8c379e5e21dffa34757743446c4497d0fc7a6cc17dd708df3aef7154ebc906f3,19422969599.0,2000000000.0,2,12145051072
86241,86241,0xb59c7cf09d81d908de124832120dcd0c4f24c508a33069ea645cc741190d4418,53,88,0x1c72039175f06db0c07ef494fb8951a6eb793bfb,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0.0,46528,12145051072,0x095ea7b3000000000000000000000000881d40237659c251811cec9c364ef91dc08d300cffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,6891826,46528,,,1,2022-11-27 16:28:59+00:00,16062522,0x8c379e5e21dffa34757743446c4497d0fc7a6cc17dd708df3aef7154ebc906f3,19422969599.0,2000000000.0,2,12145051072
86386,86386,0x5f21a1be00b21fee1ea32d7612f369f87ae6bd6b65a6b7c08d4f2ce76bd24327,93,68,0x21a03ef0696cc25f7bc0caf4ebe5758063c4692e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,39617,12305051945,0x2e1a7d4d000000000000000000000000000000000000000000000000e92596fd62900000,3564801,30404,,,1,2022-11-27 16:28:47+00:00,16062521,0xf0e7a3df6970f5d7d464d151ba26940ca9a9dff2ad89ec56e06d97738dc3ca18,20166121086.0,2000000000.0,2,12305051945
86405,86405,0xf7b57dd7f6d65b2551a1f54d0d6049cc9bb396c6f90f4e0ac51a9e7814d1dde0,0,144,0x30d84f38f2f82bff29ff2e1f0f071ff9234882d6,0xc4448b71118c9071bcb9734a0eac55d18a153949,2585000000000000.0,92227,11305051945,0x439370b1,11175818,91270,,,1,2022-11-27 16:28:47+00:00,16062521,0xf0e7a3df6970f5d7d464d151ba26940ca9a9dff2ad89ec56e06d97738dc3ca18,11695615464.0,1000000000.0,2,11305051945
86406,86406,0x5384483c3e823050145378e699a153dd57bfe6acaf85452a4ea715ea530f87ba,0,28,0x7b676d82fb48108039f7c5ebc78b8020ddca6679,0xae0ee0a63a2ce6baeeffe56e7714fb4efe48d419,4.1e+16,165298,12805051945,0xb6b55f2505ba8c0c5e068c3badf8dd8c4ae4159895305ccdd2c9838654c249824c2c8427,1809533,108931,,,1,2022-11-27 16:28:47+00:00,16062521,0xf0e7a3df6970f5d7d464d151ba26940ca9a9dff2ad89ec56e06d97738dc3ca18,23891230928.0,2500000000.0,2,12805051945
86616,86616,0xe52921be3ee95357387bfefa8fbb7b9e0cdaffc595797e3fa3eb5abb685a07ab,5,179,0xbfaf4236a5adf4fefb75a5ade79cf762b890c480,0x80c67432656d59144ceff962e8faf8926599bcf8,2.0187000000009e+16,21000,11748805646,0x,9656195,21000,,,1,2022-11-27 16:28:35+00:00,16062520,0x380203270fd513d90a23531d05218c31025b0df92fe90474d8c77a81f227f82b,15939080877.0,1500000000.0,2,11748805646
86665,86665,0xc560fa924db985c01c49156cd8c8c3a5511b7128664998eaf3c151656c50a2cd,92,4,0x21a03ef0696cc25f7bc0caf4ebe5758063c4692e,0x76f4eed9fe41262669d0250b2a97db79712ad855,1.68e+19,128393,17150000000,0xf17a454600000000000000000000000000000000000000000000000000000000000000c000000000000000000000000000000000000000000000000000000000000001a0000000000000000000000000000000000000000000000000e92596fd62900000000000000000000000000000000000000000000000000000e8e9e77a925600000000000000000000000000001d64fb0ffa8362b2e1ee7ee03929159551eab26e0000000000000000000000000000000000000000000000000000000000000220000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e92596fd629000000000000000000000000000001d64fb0ffa8362b2e1ee7ee03929159551eab26e000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2000000000000000000000000000000000000000000000000000000000000000100000000000000000000000021a03ef0696cc25f7bc0caf4ebe5758063c4692e000000000000000000000000000000000000000000000000000000000000003401020200050101020201ff000000000000000000000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2000000000000000000000000,824575,111121,,,1,2022-11-27 16:28:23+00:00,16062519,0xb1cd02370ff448619dd21108d086fba2c9d545bb1db0923aef206758cf330a36,17150000000.0,17150000000.0,2,17150000000
86677,86677,0xdc0c90e257feae59798dfee8fdbbac33242740fffacaa38b3ee7460274ca75c0,51,40,0xf583f520a2eb68cb0de77d471d3c3e136e3f1301,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0.0,46528,12685953580,0x095ea7b3000000000000000000000000881d40237659c251811cec9c364ef91dc08d300cffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,2898049,46528,,,1,2022-11-27 16:28:23+00:00,16062519,0xb1cd02370ff448619dd21108d086fba2c9d545bb1db0923aef206758cf330a36,19197674054.0,2000000000.0,2,12685953580
86769,86769,0x4ce5740be3a85c4b1fbd3e1b80b51d5902e308a6f15e90ed731bd95e015af295,0,119,0x73cfe641ecd20c0d03cc9621deb9216ced2cc81a,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,1.252019e+16,92151,11685953580,0x439370b1,9012102,91194,,,1,2022-11-27 16:28:23+00:00,16062519,0xb1cd02370ff448619dd21108d086fba2c9d545bb1db0923aef206758cf330a36,11745209260.0,1000000000.0,2,11685953580
86772,86772,0xb633e64dfb443a3f247ffbfe87946e771b9c0c86ff1621a1c55bfc4a289bb61f,52,54,0xf583f520a2eb68cb0de77d471d3c3e136e3f1301,0x881d40237659c251811cec9c364ef91dc08d300c,0.0,254738,12685953580,0x5f57552900000000000000000000000000000000000000000000000000000000000000800000000000000000000000007f39c581f595b53c5cb19bd0b3f8da6c935e2ca000000000000000000000000000000000000000000000000000212bf3b844900000000000000000000000000000000000000000000000000000000000000000c000000000000000000000000000000000000000000000000000000000000000136f6e65496e6368563446656544796e616d69630000000000000000000000000000000000000000000000000000000000000000000000000000000000000001e00000000000000000000000007f39c581f595b53c5cb19bd0b3f8da6c935e2ca0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000212bf3b84490000000000000000000000000000000000000000000000000000022c58eb0f8878d00000000000000000000000000000000000000000000000000000000000001200000000000000000000000000000000000000000000000000000502e0501bb36000000000000000000000000f326e4de8f66a0bdc0970b79e0924e33c79f1915000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000a8e449022e00000000000000000000000000000000000000000000000000212bf3b84490000000000000000000000000000000000000000000000000000023142230c1e7fa00000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000001200000000000000000000000d340b57aacdd10f96fc1cf10e15921936f41e29cab4991fe000000000000000000000000000000000000000000000000fd,3550896,183100,,,1,2022-11-27 16:28:23+00:00,16062519,0xb1cd02370ff448619dd21108d086fba2c9d545bb1db0923aef206758cf330a36,19197674054.0,2000000000.0,2,12685953580
86923,86923,0x46f9fa4d867598aab83e82686fe96b2a3dfc46baad258bbef78b11f9f2afcc77,454,160,0x9730299b10a30bdbaf81815c99b4657c685314ab,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0.0,323770,10945615464,0x573ade810000000000000000000000000000000000085d4780b73119b644ae5ecd22b37600000000000000000000000000000000000000000000001fd1f46664587e552d00000000000000000000000000000000000000000000000000000000000000020000000000000000000000009730299b10a30bdbaf81815c99b4657c685314ab,13939739,240829,,,1,2022-11-27 16:28:11+00:00,16062518,0x3e77a365575541b4e526501a15865d3d0d0f7948169415e3a90f5622e8137d3f,13849405470.0,250000000.0,2,10945615464
86985,86985,0x9e10075186f41f3e450814a35d70e738d5b8d1bcdbe4db35309fc09240771955,50,55,0x57adbffe11791238962f34198607a18c7f561a26,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0.0,46528,12745209260,0x095ea7b3000000000000000000000000881d40237659c251811cec9c364ef91dc08d300cffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,3410797,46528,,,1,2022-11-27 16:27:59+00:00,16062517,0x6faffe68eac49d26e7dc11dbba441e623dc851d918979de11b1ec4bb0326efdb,17448630220.0,2000000000.0,2,12745209260
87026,87026,0x97bb2b9c2fc7939e6fb2966f9b51e5b551a164ed09ce6c3348ce9acdd79efddb,51,57,0x57adbffe11791238962f34198607a18c7f561a26,0x881d40237659c251811cec9c364ef91dc08d300c,0.0,254738,12745209260,0x5f57552900000000000000000000000000000000000000000000000000000000000000800000000000000000000000007f39c581f595b53c5cb19bd0b3f8da6c935e2ca000000000000000000000000000000000000000000000000000212bf3b844900000000000000000000000000000000000000000000000000000000000000000c000000000000000000000000000000000000000000000000000000000000000136f6e65496e6368563446656544796e616d69630000000000000000000000000000000000000000000000000000000000000000000000000000000000000001e00000000000000000000000007f39c581f595b53c5cb19bd0b3f8da6c935e2ca0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000212bf3b84490000000000000000000000000000000000000000000000000000022c58fadb099db00000000000000000000000000000000000000000000000000000000000001200000000000000000000000000000000000000000000000000000502e0748794a000000000000000000000000f326e4de8f66a0bdc0970b79e0924e33c79f1915000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000a8e449022e00000000000000000000000000000000000000000000000000212bf3b8449000000000000000000000000000000000000000000000000000002314232fb510b800000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000001200000000000000000000000d340b57aacdd10f96fc1cf10e15921936f41e29cab4991fe00000000000000000000000000000000000000000000000062,3778552,183100,,,1,2022-11-27 16:27:59+00:00,16062517,0x6faffe68eac49d26e7dc11dbba441e623dc851d918979de11b1ec4bb0326efdb,17448630220.0,2000000000.0,2,12745209260
87065,87065,0x6d4f0f908008ba65795659ea69624303e6f5fce0d3e6e1cca86da6fc1f03d2d2,542,85,0x90a7fbb9c0f6fd1697038890b4f868884b6ec1ad,0x5e2361cd711de7efe2a85045b643271a64262d40,7e+16,221758,12245209260,0xc94288a20000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000005800000000000000000000000000000000000000000000000000f8b0a10e470000000000000000000000000000000000000000000000000000000000000000006000000000000000000000000090a7fbb9c0f6fd1697038890b4f868884b6ec1ad000000000000000000000000000000000000000000000000000000000000a4b100000000000000000000000000000000000000000000000000f7724e549b200000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000000000000016000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000000,5456678,174217,,,1,2022-11-27 16:27:59+00:00,16062517,0x6faffe68eac49d26e7dc11dbba441e623dc851d918979de11b1ec4bb0326efdb,13965838631.0,1500000000.0,2,12245209260
87078,87078,0x58b63e28e584543282727f5140e080b68eceb583f9e5e1375c5a78f71ab4c1bb,2042,156,0xef9af587682d092d8d3c7341bfd7c10d9b7cfd65,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,7.802895176204782e+16,189091,11745209260,0x5ae401dc000000000000000000000000000000000000000000000000000000006383906f00000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000e404e45aaf000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2000000000000000000000000bc396689893d065f41bc2c6ecbee5e00852334470000000000000000000000000000000000000000000000000000000000000bb8000000000000000000000000ef9af587682d092d8d3c7341bfd7c10d9b7cfd65000000000000000000000000000000000000000000000000011536eb0ff9134b00000000000000000000000000000000000000000000000b0cd8827ea2ebfc86000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12431137,132857,,,1,2022-11-27 16:27:59+00:00,16062517,0x6faffe68eac49d26e7dc11dbba441e623dc851d918979de11b1ec4bb0326efdb,13139534626.0,1000000000.0,2,11745209260
87197,87197,0xffbc969b508a8c3d5fab9783162235e9ba58d98ec2d158162fc3aca1271daf65,157,232,0xa2682cef27a63e7237a6dfd8775baec62b044bfb,0x74312363e45dcaba76c59ec49a7aa8a65a67eed3,0.0,71729,11616278855,0x2295f9bf00000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000000006383ba14000000000000000000000000000000000000000000000000000000000000001cd45e76a1e2285997c586a51ad54a28cf1c35eb381aa27cc58448038fa2cd42aa078a44ff9f31fe48d4d0e5a0bffc0c97f0d7a06da40a18af8150f69219db57d3000000000000000000000000000000000000000000000000000000000000000125f83d7f175dd180655d1251b953545c0fa094b51de7b6d66a1eace65bb1d4da,17301718,66144,,,1,2022-11-27 16:27:47+00:00,16062516,0xbfbbc2c68c902a183b5f2f2acbb0d0d41a09d8a9d13952a8e07a456157d33c5c,13965838631.0,1500000000.0,2,11616278855
87232,87232,0x68738e51b0fcad53e81c31aca2ef2843fc71fe6866cb15523a9d20697d87f60f,1,220,0xfc942fab137118b484261d38fb2cfab6d7d81739,0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,0.0,46506,11616278855,0x095ea7b30000000000000000000000000e42acbd23faee03249daff896b78d7e79fbd58effffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,16538575,46506,,,1,2022-11-27 16:27:47+00:00,16062516,0xbfbbc2c68c902a183b5f2f2acbb0d0d41a09d8a9d13952a8e07a456157d33c5c,14114842383.0,1500000000.0,2,11616278855
87374,87374,0x73ed5fb7f0a7c9922ab26d230f5dfbc0df50938b87776154958c81b8b4b704ce,91,109,0x21a03ef0696cc25f7bc0caf4ebe5758063c4692e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,39617,12116278855,0x2e1a7d4d000000000000000000000000000000000000000000000000e92596fd62900000,9480003,30404,,,1,2022-11-27 16:27:47+00:00,16062516,0xbfbbc2c68c902a183b5f2f2acbb0d0d41a09d8a9d13952a8e07a456157d33c5c,17885357075.0,2000000000.0,2,12116278855
