,Unnamed: 0,hash,nonce,transaction_index,from_address,to_address,value,gas,gas_price,input,receipt_cumulative_gas_used,receipt_gas_used,receipt_contract_address,receipt_root,receipt_status,block_timestamp,block_number,block_hash,max_fee_per_gas,max_priority_fee_per_gas,transaction_type,receipt_effective_gas_price
42709,42709,0x9ce8eaa8be56b38624f812cff1e5865dd0dd25ca9f287069643a08365d188b4b,4,44,0xf5f130e5c7ebcda91dbe5dadf271389d92554f14,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,1e+17,92151,12489124632,0x439370b1,3759469,91194,,,1,2022-11-27 17:29:11+00:00,16062819,0x02ac356bdb404047f76f82a3e8fd6624dd5d93ad32e5e2d22b4ee968f08ea726,14554530177.0,1500000000.0,2,12489124632
42776,42776,0xeca206d7dfe36cd3568339bc0e07a00c1aba4f1c0641226280c80087b706452d,0,31,0xe1ccdb56935aa91c4952ce1e5e3ebf44556a8c3f,0xae0ee0a63a2ce6baeeffe56e7714fb4efe48d419,4.1e+16,165280,12322045016,0xb6b55f2500609080782410bc383942b30e201861109fca0d33b5fcda402da41f7918f439,2447855,108919,,,1,2022-11-27 17:28:59+00:00,16062818,0x44d3f850ff36f36279311432521220117e69a2aa05f98913ca3b093be1d44fd8,22531253480.0,2500000000.0,2,12322045016
42803,42803,0xce587158e958e6b9f2942e45316686032f1996468d9ee82c172535205fc82fd1,7,83,0x5cf4fb4b0dc416d19aab13b804d2eae80bc14536,0xb584d4be1a5470ca1a8778e9b86c81e165204599,100000000000000.0,28694,11322045016,0xe56461ad00000000000000000000000000000000000000000000000000000000000000890000000000000000000000005cf4fb4b0dc416d19aab13b804d2eae80bc14536,5131663,28694,,,1,2022-11-27 17:28:59+00:00,16062818,0x44d3f850ff36f36279311432521220117e69a2aa05f98913ca3b093be1d44fd8,14629920649.0,1500000000.0,2,11322045016
42824,42824,0x065cf304c01be1dcef6526be6684cbd6982ffb1006293ab0708aad7cb9aa6b8f,0,127,0x11eeb536cfeb61536436376afcf2c49f0f1b3ee4,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,1.25017e+16,92151,10725867147,0x439370b1,8125381,91194,,,1,2022-11-27 17:28:59+00:00,16062818,0x44d3f850ff36f36279311432521220117e69a2aa05f98913ca3b093be1d44fd8,10725867147.0,1000000000.0,2,10725867147
42963,42963,0x2a02713d3301d0405b90ad5c452dae25062f5163999a49728676366c56eef192,1014,108,0x46de1f4ace0d9d45c026e6fd2f70c51e6b74ad03,0xdfb2dac703eba69db5885f7efd935ef7c72d76b1,0.0,51406,11170022353,0xa22cb4650000000000000000000000001e0049783f008a0085193e00003d00cd54003c710000000000000000000000000000000000000000000000000000000000000001,11817482,51053,,,1,2022-11-27 17:28:47+00:00,16062817,0x8cb6cb5e3b843da70fdee95e58be6b2b21c0448a7afe9559d896693505aeae5e,15021096099.0,1500000000.0,2,11170022353
43117,43117,0xf7c2157e1ae4e2a68f77a16e89a71bcc6128a46c06f93f89ca17df4c7b52a4e4,44,8,0x34e4451b1da7615e9897de4896f1645a8ef9ecfc,0x881d40237659c251811cec9c364ef91dc08d300c,6000000000000000.0,306896,10725867147,0x5f57552900000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001550f7dca7000000000000000000000000000000000000000000000000000000000000000000c000000000000000000000000000000000000000000000000000000000000000136f6e65496e6368563446656544796e616d696300000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006b175474e89094c44da98b954eedeac495271d0f0000000000000000000000000000000000000000000000000015213840cd380000000000000000000000000000000000000000000000000061f9d1a9a43f5549000000000000000000000000000000000000000000000000000000000000012000000000000000000000000000000000000000000000000000002fbf9bd9c800000000000000000000000000f326e4de8f66a0bdc0970b79e0924e33c79f1915000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c82e95b6c800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015213840cd380000000000000000000000000000000000000000000000000061f9d1a9a43f55490000000000000000000000000000000000000000000000000000000000000080000000000000000000000000000000000000000000000000000000000000000180000000000000003b6d034060a26d69263ef43e9a68964ba141263f19d71d51ab4991fe0000000000000000000000000000000000000000000000004a,1165765,187358,,,1,2022-11-27 17:28:35+00:00,16062816,0x77faf3cec7112330fb8438bba0f7efdc27793e6d997dbc215edde446d75ff8cc,11015626740.0,1000000000.0,2,10725867147
43176,43176,0x3a6e6cb252d273c8b57bca216e1847add80ebd736f03d4736869b190265184e9,0,25,0x7d9dc816cca636c2be506041c923bbeb1ad71e77,0xae0ee0a63a2ce6baeeffe56e7714fb4efe48d419,4.1e+16,165298,12515626740,0xb6b55f25030531a4fbd9f8601fd7ef0e0974de46566022061f18f213cb3ea21fd0102d0e,1399694,108931,,,1,2022-11-27 17:28:23+00:00,16062815,0x5d483922a29964e71a99cc779f742a89c666bc4293ea55496539187fe2c1c299,22906650968.0,2500000000.0,2,12515626740
43193,43193,0xf2a1bf4b4723808d6e39737fd9315d8f5462cebf5c5e8f1677af7c8fbe632053,8,82,0x7389a26ddec2b942a0e00e2c59411792e02072dd,0x0e42acbd23faee03249daff896b78d7e79fbd58e,0.0,254013,11515626740,0xeff7a612000000000000000000000000000000000000000000000000000000006902aa80,4927722,206686,,,1,2022-11-27 17:28:23+00:00,16062815,0x5d483922a29964e71a99cc779f742a89c666bc4293ea55496539187fe2c1c299,15274489404.0,1500000000.0,2,11515626740
43391,43391,0x29943f25404a4b3e62261ccf21d6b94bea1736308d7dab77c2cae9de268b7693,1,234,0x5d202764de8eb85507fbbb8045d6bad016150caa,0xc4448b71118c9071bcb9734a0eac55d18a153949,2582000000000000.0,92227,9912099665,0x439370b1,21050515,91270,,,1,2022-11-27 17:28:11+00:00,16062814,0x01cf20983bfa0aba86633b3fa056033c072486132dd939cc3a5c5b49b4f80020,9970913807.0,1000000000.0,2,9912099665
43402,43402,0xeb445f0ec90e3780da4853148a973f4b2ccb06034396f436ccb1b72f333bcb11,0,255,0x85924e1c5a610fc2c005918fae538d3648f1e836,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,1.253119e+16,92151,9606232935,0x439370b1,24010186,91194,,,1,2022-11-27 17:28:11+00:00,16062814,0x01cf20983bfa0aba86633b3fa056033c072486132dd939cc3a5c5b49b4f80020,9606232935.0,1000000000.0,2,9606232935
43662,43662,0xe4d32b893efd8863a4c24b6ae6e38bc14762a49f76b98256d298f95f44221cb5,0,109,0x56e209dc5d76ef9af0f0d0bcbf19966e09c5690d,0xc4448b71118c9071bcb9734a0eac55d18a153949,2551700000000000.0,92227,11203325484,0x439370b1,8931265,91270,,,1,2022-11-27 17:27:47+00:00,16062812,0xf9abe566c8dd1e224e73fa0386da5ef569431b477a758a93915331963ddb1b13,12231563991.0,1000000000.0,2,11203325484
43822,43822,0x3f2efd74c9cdf857c9510c8f5c4429eb519c543f35c69e5f2cf4faefff728c82,0,120,0x4cb04b9a95be56f4bb8235295de7de6397b5ac6c,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,1.2591e+16,92151,11573559278,0x439370b1,7795000,91194,,,1,2022-11-27 17:27:35+00:00,16062811,0x9ebcda4e35e9533faab1f4976a8d2e2bfa125092ea9cdd23db733894d8738adc,12231563991.0,1000000000.0,2,11573559278
43905,43905,0x6be9d8543b21fcafff3f248db1774623c09f6bd48d27c9aff5c31aab56d2e937,12,126,0xbd17fb8bbc8666b487a6a1ad8dcd571277d541b3,0x76f4eed9fe41262669d0250b2a97db79712ad855,0.0,345571,11000000000,0xf17a454600000000000000000000000000000000000000000000000000000000000000c000000000000000000000000000000000000000000000000000000000000001a0000000000000000000000000000000000000000000000000000000174fd58489000000000000000000000000000000000000000000000000000000174fc63d750000000000000000000000001d64fb0ffa8362b2e1ee7ee03929159551eab26e000000000000000000000000000000000000000000000000000000000000022000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000020000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48000000000000000000000000000000000000000000000000000000174d3b9c000000000000000000000000001d64fb0ffa8362b2e1ee7ee03929159551eab26e000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec70000000000000000000000000000000000000000000000000000000000000001000000000000000000000000bd17fb8bbc8666b487a6a1ad8dcd571277d541b3000000000000000000000000000000000000000000000000000000000000005c010204000f01010201020203ff00000000000000000000000000000000000000c9f93163c99695c6526b799ebca2207fdf7d61ada0b86991c6218b36c1d19d4a2e9eb0ce3606eb48dac17f958d2ee523a2206206994597c13d831ec700000000,10983289,308556,,,1,2022-11-27 17:27:23+00:00,16062810,0x0d042f97361edc0223b66f1409e5f3251114978fc6ce6570ec2228306085470a,11000000000.0,11000000000.0,2,11000000000
43911,43911,0xba6a4014fad4a83e5f8b5b2c946ee33bdf579acd74366de2f6f09d2e852055ee,93,116,0x44ebbe48ec44e50fa8dcda38d9804260f513c934,0x500e671960ea705ca5ea03fd91f3cbfda1ef3474,196343346620410.0,21000,11261759457,0x,9555614,21000,,,1,2022-11-27 17:27:23+00:00,16062810,0x0d042f97361edc0223b66f1409e5f3251114978fc6ce6570ec2228306085470a,,,0,11261759457
43978,43978,0x4d42b7d0152eb5f36ab2e88ff8cfed31a4e302c28b7ec77cd8d643d778f0f875,0,31,0x3cdd68aad43b6f397f137c49fff2725ed4d14c2d,0xae0ee0a63a2ce6baeeffe56e7714fb4efe48d419,4.1e+16,165298,13337982940,0xb6b55f250740742b60196de52586b3d05cce9852d0d21ee5d9b9ac16f8c0265f57263e8e,2459190,108931,,,1,2022-11-27 17:27:23+00:00,16062810,0x0d042f97361edc0223b66f1409e5f3251114978fc6ce6570ec2228306085470a,24752180832.0,2500000000.0,2,13337982940
44348,44348,0xae12912fc4d3662601fea3142e0c89c07fee19d3a3ed1ecb22becd96631f41a5,3,23,0xf5f130e5c7ebcda91dbe5dadf271389d92554f14,0xae0ee0a63a2ce6baeeffe56e7714fb4efe48d419,0.0,94726,14685267364,0x00f714ce000000000000000000000000000000000000000000000000013ac53b07198000000000000000000000000000f5f130e5c7ebcda91dbe5dadf271389d92554f14,901472,55619,,,1,2022-11-27 17:26:47+00:00,16062807,0xeb8ae92c144663fb509b8d905c8d6607252d3c60058e6a5fe90f8f0fa65631f6,25121569650.0,2500000000.0,2,14685267364
44357,44357,0x79cbec80d4fd54a135c0cdc69fcda6ca49a48e0c36ad8bf897aa533db3d93b88,0,21,0x9579afb66913c9bc589c8de12fe02032a13aae98,0xae0ee0a63a2ce6baeeffe56e7714fb4efe48d419,4e+16,165280,14685267364,0xb6b55f2500cc1444886f2448642e504da2988a6e4cb78aa95f195136fff038303d0bf529,818763,108919,,,1,2022-11-27 17:26:47+00:00,16062807,0xeb8ae92c144663fb509b8d905c8d6607252d3c60058e6a5fe90f8f0fa65631f6,24875118166.0,2500000000.0,2,14685267364
44469,44469,0x06f053e6de89b89e91a012f5ef938264d895f74bb271f0a6fb25263d5625da80,0,207,0xbd778f758dccceb19011dd7888dc3685b054bd70,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,1.251e+16,92151,12187559083,0x439370b1,15407197,91194,,,1,2022-11-27 17:26:35+00:00,16062806,0x28b1c976c2967a72893f731b267f2394702c368d3d81ddab7c7e1aff7b8cc06d,12187559083.0,1000000000.0,2,12187559083
44486,44486,0xea0a5ea7a1846a9e8bcf828e1d0e5953d53a925bca2ecc48981a7c3c2fddb61f,1,199,0x81e69c3469b0184f1a2d2996b4344785c9833d71,0xc4448b71118c9071bcb9734a0eac55d18a153949,2571900000000000.0,92227,12310784825,0x439370b1,14715294,91270,,,1,2022-11-27 17:26:35+00:00,16062806,0x28b1c976c2967a72893f731b267f2394702c368d3d81ddab7c7e1aff7b8cc06d,12310784825.0,1000000000.0,2,12310784825
44539,44539,0x744d683a9cf4c549cad69b5ec5e992cda45da57fcfafd6c229742fb29d6c7bd0,3,96,0xf9b15135034ca671a45410b9e41ceef366ca9f5a,0xc4448b71118c9071bcb9734a0eac55d18a153949,5000000000000000.0,92227,13618676148,0x439370b1,7606630,91270,,,1,2022-11-27 17:26:35+00:00,16062806,0x28b1c976c2967a72893f731b267f2394702c368d3d81ddab7c7e1aff7b8cc06d,17987798183.0,1500000000.0,2,13618676148
44804,44804,0xe93b2ce9c493f289c8a964010301430c9f67e6fea3f7d2763886c772118749dd,25147,150,0xbdd95abe8a7694ccd77143376b0fbea183e6a740,0x23e79722bb8b55a0d04f3afbcfc34eb771526adb,6e+16,52694,12473183839,0x23a0fd7d00000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000002000000000000000000000000313b34c5a86a8309b07e9bf6f432f8a50ae4b5cc0000000000000000000000005872a9e4e57bd8bdbfdb5ee4ef05bf74485714c0,16710490,41704,,,1,2022-11-27 17:26:11+00:00,16062804,0x3a76ae672c69582c571427518c2bc0d62d16bd03a9f38a3b2c8a14b4541de95b,19440000000.0,260000000.0,2,12473183839
44951,44951,0x213cb50b391b48013d1b7f764448aeb3338d53ae27363a72486201ad5ae94f1c,1,136,0x57c99477c5f1ebe4989fd50927de869c63691fe8,0xc4448b71118c9071bcb9734a0eac55d18a153949,5000000000000000.0,92227,12810784825,0x439370b1,18253998,91270,,,1,2022-11-27 17:25:59+00:00,16062803,0x3738c75da1311014b65b906cc34926c768b65db831ec4a10d2261a0eff87d3d9,16508267591.0,1500000000.0,2,12810784825
45179,45179,0x233dedef79ffc2b641709e5175abe0ac50b08f44b3196014e0a1dc596546ac8c,314,105,0x546aa5c95f574f7e2e304b4de3e592343b6d4779,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,36039,12687559083,0x2e1a7d4d0000000000000000000000000000000000000000000000000df53be4fbde8dca,9619065,30428,,,1,2022-11-27 17:25:47+00:00,16062802,0xab3786f889f82196783b798859a41d76d14f26c35c56bd1bf2d57ec130e08e92,16767232681.0,1500000000.0,2,12687559083
45481,45481,0x4bc308473aeb0e4527e92440b8b1bfca5d145ea1f6c9941aa239ee1a78ff98a1,2,62,0x0aa083da00d951b75632920d5089c485baff02e5,0x8cc6517e45db7a0803fef220d9b577326a12033f,1e+16,470038,12809061245,0x166fad6f0000000000000000000000000000000000000000000000000000000000000060000000000000000000000000000000000000000000000000000000000000024000000000000000000000000000000000000000000000000000000000000002e00000000000000000000000000aa083da00d951b75632920d5089c485baff02e500000000000000000000000000000000000000000000000000000000000000a000000000000000000000000000000000000000000000000000000000000000e000000000000000000000000000000000000000000000000000000000000001800000000000000000000000002a2ea826102c067ece82bc6e2b7cf38d7ebb1b8200000000000000000000000000000000000000000000000000000000000000073131313232323300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006468747470733a2f2f6379626572636f6e6e6563742e6d7970696e6174612e636c6f75642f697066732f6261666b72656964716f336c676e6e616b76766c706b7a366932327070346c707368357268686f68366f6e627a6a6e696862796e6665713362343400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002e516d574b6b4a447570593136383667644a6e6268737732484e724d6d576e675166564252697a70397a35787068320000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080000000000000000000000000000000000000000000000000000000000000001b629962dead1a6aaf5e014ff846d2433c531a53d211f6bad23d1fcf27a1308898659dcf1654c84839ad27423fa5e083e73c768bf0c6b400546bee756082bc9db1000000000000000000000000000000000000000000000000000000006383ab800000000000000000000000000000000000000000000000000000000000000000,5181429,458316,,,1,2022-11-27 17:25:23+00:00,16062800,0xb11bf823783bb703a10c3d744f21523fec45c1c8facfa4f98a56452d68142b9d,16493316081.0,1500000000.0,2,12809061245
45544,45544,0xd6abb99baad3c8de89a6017c4a2521a0bb90e253d7d76ea5f6407c035cb7e260,313,91,0x546aa5c95f574f7e2e304b4de3e592343b6d4779,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0.0,335905,12809061245,0x5ae401dc000000000000000000000000000000000000000000000000000000006383a473000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000014000000000000000000000000000000000000000000000000000000000000000c4f3995c67000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb480000000000000000000000000000000000000000000000000000000005f5e100000000000000000000000000000000000000000000000000000000006383a917000000000000000000000000000000000000000000000000000000000000001c118bee1947ae9c2ead538dadbb866033227d22663ac9e05cf40afc0d918e9142547dcc4fc90a80759ed344c4d434d59a2419a8bcfc0e1b36034fe5d8e6582c71000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000124b858183f00000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000080000000000000000000000000546aa5c95f574f7e2e304b4de3e592343b6d47790000000000000000000000000000000000000000000000000000000005f5e1000000000000000000000000000000000000000000000000292bbede7cda33d2410000000000000000000000000000000000000000000000000000000000000042a0b86991c6218b36c1d19d4a2e9eb0ce3606eb480001f4c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2000bb8f4d2888d29d722226fafa5d9b24f9164c092421e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8607640,235674,,,1,2022-11-27 17:25:23+00:00,16062800,0xb11bf823783bb703a10c3d744f21523fec45c1c8facfa4f98a56452d68142b9d,16493316081.0,1500000000.0,2,12809061245
45648,45648,0xa22978ce4c3ee92e52c5235127e3b787da1df7de6ec45603ff6a11c8a389398e,0,140,0xfec35c1c9625eb4c51de3e02dbe5970749a5cccf,0xc4448b71118c9071bcb9734a0eac55d18a153949,2541900000000000.0,92227,11723397545,0x439370b1,15204334,91270,,,1,2022-11-27 17:25:11+00:00,16062799,0x2b78d3874e6737c59c85192d366e46fdd4d4700da7a9aa6446822b06bc29a656,11723397545.0,1000000000.0,2,11723397545
45774,45774,0x43ab46c68024bc14d64929079e607f3b4d4b7ce55c732cd5d01e12ca9c921768,0,101,0xc259112c3c5cb0c7dcd6a8141cec93d9ec200ace,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,1.254523e+16,92151,12106160060,0x439370b1,11616853,91194,,,1,2022-11-27 17:24:59+00:00,16062798,0x336205678aae6dbd8c3e6e9f040908bfd108f538f39a399b6523fb97cb3c5b24,12240848655.0,1000000000.0,2,12106160060
45906,45906,0x6df6834751717fe09cf4456b47d11df47a43c78839bd368d659033a98ae78e51,42,55,0xb9677b7d655919ba51d39ff88e23eff355143564,0xfb2de90f16235828fd5ce6d6a965b65fd38ffacb,2.535e+19,21000,13124246223,0x,5096819,21000,,,1,2022-11-27 17:24:47+00:00,16062797,0x829d82da2d43c58cf6c2cc391ff11e2ba20e1a3f67164c65fe24ce152ea16375,17135637355.0,1500000000.0,2,13124246223
45963,45963,0x63c9ac73933ac5916a6e49d5f0662dca9ee78d1d32011210d8491bb937d379be,2,162,0xf9b15135034ca671a45410b9e41ceef366ca9f5a,0xae0ee0a63a2ce6baeeffe56e7714fb4efe48d419,5000000000000000.0,165298,13223397545,0xb6b55f2506a539c8f0a819bc79b0ac521202e37b297882273ce9a4664b750dbb713507a3,24878284,108931,,,1,2022-11-27 17:24:35+00:00,16062796,0xb3ccff96eb065fd2edb0050f804f96f5cb80c309cdb0f1b3c64a90b542c96e64,35244520452.0,2500000000.0,2,13223397545
46102,46102,0x98ca6a1f0847c2ade6d0c10b951236bf28f9d8ebee25dae0ef24b604b8818818,1,161,0xf9b15135034ca671a45410b9e41ceef366ca9f5a,0xabea9132b05a70803a4e85094fd0e1800777fbef,5000000000000000.0,90000,10856358075,0x2d2da806000000000000000000000000f9b15135034ca671a45410b9e41ceef366ca9f5a,24769353,62618,,,1,2022-11-27 17:24:35+00:00,16062796,0xb3ccff96eb065fd2edb0050f804f96f5cb80c309cdb0f1b3c64a90b542c96e64,10856358075.0,10856358075.0,2,10856358075
46166,46166,0xd9eed4c18a2595294f15cf893dbccb8b95b73fe390a9f16bcbd2221715450c26,752,69,0x57dce105163ea59a317c0a408540455e6e001b55,0x3702f4c46785bbd947d59a2516ac1ea30f2babf2,0.0,46707,12240848655,0xa22cb4650000000000000000000000001e0049783f008a0085193e00003d00cd54003c710000000000000000000000000000000000000000000000000000000000000001,6621408,46707,,,1,2022-11-27 17:24:23+00:00,16062795,0xdd2654af54ea61d9928e60b7e84cf65a75bf59fd4537a3cbf83bcc719c76ab3d,12341454371.0,1000000000.0,2,12240848655
46186,46186,0xee6ac4a0b0b118156712ab1f3f6986e6c0360084430867e8e631ddd989df89e6,11,82,0xbd17fb8bbc8666b487a6a1ad8dcd571277d541b3,0x76f4eed9fe41262669d0250b2a97db79712ad855,0.0,306378,11500000000,0xf17a454600000000000000000000000000000000000000000000000000000000000000c000000000000000000000000000000000000000000000000000000000000001a0000000000000000000000000000000000000000000000000000000174d72d94c000000000000000000000000000000000000000000000000000000174d6393c80000000000000000000000001d64fb0ffa8362b2e1ee7ee03929159551eab26e000000000000000000000000000000000000000000000000000000000000022000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000020000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec700000000000000000000000000000000000000000000000000000017507eee8e0000000000000000000000001d64fb0ffa8362b2e1ee7ee03929159551eab26e000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb480000000000000000000000000000000000000000000000000000000000000001000000000000000000000000bd17fb8bbc8666b487a6a1ad8dcd571277d541b3000000000000000000000000000000000000000000000000000000000000005c010204000f01010200020203ff00000000000000000000000000000000000000c9f93163c99695c6526b799ebca2207fdf7d61addac17f958d2ee523a2206206994597c13d831ec7a0b86991c6218b36c1d19d4a2e9eb0ce3606eb4800000000,8148258,265326,,,1,2022-11-27 17:24:23+00:00,16062795,0xdd2654af54ea61d9928e60b7e84cf65a75bf59fd4537a3cbf83bcc719c76ab3d,11500000000.0,11500000000.0,2,11500000000
46323,46323,0x896b0251a843508b6503cf62ea2d074024485aa30e0aab90742024470859108e,3,73,0x890db5a90b45dadf1525fb25b95596a0c4cddab4,0x4d9079bb4165aeb4084c526a32695dcfd2f77381,1232853982632270.0,60005,13081953596,0x49228978000000000000000000000000890db5a90b45dadf1525fb25b95596a0c4cddab4000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2000000000000000000000000000000000000000000000000000461462fb1d94e000000000000000000000000000000000000000000000000000000000000a4b100000000000000000000000000000000000000000000000000fe4288ca014e0b0000000000000000000000000000000000000000000000000000000063839bf7d00dfeeddeadbeef5d0c0ff544577782231952d2d6f46344162eef21,7027801,55034,,,1,2022-11-27 17:24:11+00:00,16062794,0xfed57fcac17d31c4f4ea4e3efdce13e700b7130aaa713279251e6e1b95ab597e,16546682961.0,1500000000.0,2,13081953596
46386,46386,0x9b33f9ea7c642c32ec497605abdf2e752e9dab9ae6969dc01d114712198336a2,0,79,0x57c99477c5f1ebe4989fd50927de869c63691fe8,0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,2e+17,92151,12841454371,0x439370b1,7152787,91194,,,1,2022-11-27 17:23:59+00:00,16062793,0x771b3abdb7c118e9e4be11a0ba437a7b02e4914b7cdbe7c60080cf3615b406ed,17065318061.0,1500000000.0,2,12841454371
46566,46566,0x77d663207c1d71431d977c734334055f8fc20db6e30dde89488aaac3385647e9,139,97,0xdc4a19f007a0de33e95a4de27e6c900c9a185abf,0x01845914a1cfc3d7000a88ac348b4a61fd40c194,7.797636161790196e+17,21000,12645691082,0x,8323803,21000,,,1,2022-11-27 17:23:47+00:00,16062792,0x309b622997c3bdb1e38057cd3211bdb5640f51ab857421ed953c8ecdd010ce6a,17198081972.0,1500000000.0,2,12645691082
46633,46633,0xefdddf410ede30a57f4ece533dcb078c6aac4899208a4539fb59241ba64e20a8,10,141,0xbd17fb8bbc8666b487a6a1ad8dcd571277d541b3,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,100000,12000000000,0x095ea7b300000000000000000000000076f4eed9fe41262669d0250b2a97db79712ad855ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,14406092,48897,,,1,2022-11-27 17:23:47+00:00,16062792,0x309b622997c3bdb1e38057cd3211bdb5640f51ab857421ed953c8ecdd010ce6a,12000000000.0,12000000000.0,2,12000000000
46836,46836,0x3f97e383b49dc1da00fe75df9a12914564b9985ab82625231641af642066ad1a,312,58,0x546aa5c95f574f7e2e304b4de3e592343b6d4779,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0.0,159093,13128208868,0x5ae401dc000000000000000000000000000000000000000000000000000000006383a3fb00000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000e404e45aaf000000000000000000000000f4d2888d29d722226fafa5d9b24f9164c092421e000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb480000000000000000000000000000000000000000000000000000000000000bb8000000000000000000000000546aa5c95f574f7e2e304b4de3e592343b6d4779000000000000000000000000000000000000000000000009b0cc84afd2bd0000000000000000000000000000000000000000000000000000000000000163b1f9000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4792795,128531,,,1,2022-11-27 17:23:23+00:00,16062790,0x7859922209bc8704309cc52238cc536adcae25de6a61c1673cdcea1bb6befa6c,18217786743.0,1500000000.0,2,13128208868
47027,47027,0x2c576847cf0a23b43d76e36a1a0e9a177ec65b53f091a6e59c3f5a67c65cb2b2,41,21,0xb9677b7d655919ba51d39ff88e23eff355143564,0x76f4eed9fe41262669d0250b2a97db79712ad855,0.0,106103,13883545735,0xf17a454600000000000000000000000000000000000000000000000000000000000000c000000000000000000000000000000000000000000000000000000000000001a00000000000000000000000000000000000000000000000015fcd4ab0a02700000000000000000000000000000000000000000000000000015fc4491ef1a590000000000000000000000000001d64fb0ffa8362b2e1ee7ee03929159551eab26e000000000000000000000000000000000000000000000000000000000000022000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000020000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc20000000000000000000000000000000000000000000000015fcd4ab0a02700000000000000000000000000001d64fb0ffa8362b2e1ee7ee03929159551eab26e00000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000b9677b7d655919ba51d39ff88e23eff3551435640000000000000000000000000000000000000000000000000000000000000020010201000501000201ff00000000000000000000000000000000000000000000,3473174,88858,,,1,2022-11-27 17:22:59+00:00,16062788,0x634e8eff7957991d4f3922d5669546f79ea21bc7955c54ab1a88032d82942c14,19321894285.0,1500000000.0,2,13883545735
47060,47060,0xb506dfeba12c52f59d6dc9c6597f4d25802ed542e28fb6a3e89f785b25a67f40,13,77,0xc6aa3780b26972321536a1d3020ae50a6d908e07,0xa345caef49fa33241addb89694f5723ff68b1bf9,0.0,210482,13513545735,0xa0712d680000000000000000000000000000000000000000000000000000000000000001,7892973,140321,,,1,2022-11-27 17:22:59+00:00,16062788,0x634e8eff7957991d4f3922d5669546f79ea21bc7955c54ab1a88032d82942c14,19850000000.0,1130000000.0,2,13513545735
